Date,Year,Month,Day,Start of Quarter,Start of Month,End of Month,Day Name,Day of Week
2016-08-14,2016,8,14,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sun,7
2016-08-15,2016,8,15,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Mon,1
2016-08-16,2016,8,16,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Tue,2
2016-08-17,2016,8,17,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Wed,3
2016-08-18,2016,8,18,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Thu,4
2016-08-19,2016,8,19,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Fri,5
2016-08-20,2016,8,20,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sat,6
2016-08-21,2016,8,21,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sun,7
2016-08-22,2016,8,22,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Mon,1
2016-08-23,2016,8,23,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Tue,2
2016-08-26,2016,8,26,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Fri,5
2016-08-27,2016,8,27,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sat,6
2016-08-28,2016,8,28,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sun,7
2016-08-29,2016,8,29,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Mon,1
2016-08-30,2016,8,30,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Tue,2
2016-08-31,2016,8,31,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Wed,3
2016-09-01,2016,9,1,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Thu,4
2016-09-02,2016,9,2,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Fri,5
2016-09-03,2016,9,3,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sat,6
2016-09-04,2016,9,4,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sun,7
2016-09-05,2016,9,5,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Mon,1
2016-09-06,2016,9,6,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Tue,2
2016-09-07,2016,9,7,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Wed,3
2016-09-08,2016,9,8,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Thu,4
2016-09-09,2016,9,9,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Fri,5
2016-09-10,2016,9,10,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sat,6
2016-09-11,2016,9,11,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sun,7
2016-09-12,2016,9,12,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Mon,1
2016-09-13,2016,9,13,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Tue,2
2016-09-14,2016,9,14,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Wed,3
2016-09-15,2016,9,15,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Thu,4
2016-09-16,2016,9,16,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Fri,5
2016-09-17,2016,9,17,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sat,6
2016-09-18,2016,9,18,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sun,7
2016-09-19,2016,9,19,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Mon,1
2016-09-20,2016,9,20,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Tue,2
2016-09-22,2016,9,22,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Thu,4
2016-09-23,2016,9,23,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Fri,5
2016-09-24,2016,9,24,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sat,6
2016-09-25,2016,9,25,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Sun,7
2016-09-26,2016,9,26,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Mon,1
2016-09-27,2016,9,27,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Tue,2
2016-09-28,2016,9,28,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Wed,3
2016-09-29,2016,9,29,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Thu,4
2016-09-30,2016,9,30,7/1/2016 0:00,9/1/2016 0:00,9/30/2016 0:00,Fri,5
2016-10-01,2016,10,1,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sat,6
2016-10-03,2016,10,3,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Mon,1
2016-10-04,2016,10,4,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Tue,2
2016-10-05,2016,10,5,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Wed,3
2016-10-06,2016,10,6,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Thu,4
2016-10-07,2016,10,7,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Fri,5
2016-10-09,2016,10,9,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sun,7
2016-10-10,2016,10,10,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Mon,1
2016-10-11,2016,10,11,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Tue,2
2016-10-12,2016,10,12,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Wed,3
2016-10-13,2016,10,13,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Thu,4
2016-10-14,2016,10,14,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Fri,5
2016-10-15,2016,10,15,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sat,6
2016-10-16,2016,10,16,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sun,7
2016-10-17,2016,10,17,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Mon,1
2016-10-18,2016,10,18,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Tue,2
2016-10-20,2016,10,20,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Thu,4
2016-10-21,2016,10,21,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Fri,5
2016-10-22,2016,10,22,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sat,6
2016-10-23,2016,10,23,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sun,7
2016-10-24,2016,10,24,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Mon,1
2016-10-25,2016,10,25,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Tue,2
2016-10-27,2016,10,27,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Thu,4
2016-10-28,2016,10,28,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Fri,5
2016-10-29,2016,10,29,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sat,6
2016-10-30,2016,10,30,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Sun,7
2016-10-31,2016,10,31,10/1/2016 0:00,10/1/2016 0:00,10/31/2016 0:00,Mon,1
2016-11-01,2016,11,1,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Tue,2
2016-11-02,2016,11,2,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Wed,3
2016-11-03,2016,11,3,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Thu,4
2016-11-05,2016,11,5,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sat,6
2016-11-06,2016,11,6,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sun,7
2016-11-08,2016,11,8,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Tue,2
2016-11-09,2016,11,9,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Wed,3
2016-11-10,2016,11,10,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Thu,4
2016-11-11,2016,11,11,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Fri,5
2016-11-12,2016,11,12,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sat,6
2016-11-13,2016,11,13,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sun,7
2016-11-14,2016,11,14,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Mon,1
2016-11-15,2016,11,15,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Tue,2
2016-11-16,2016,11,16,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Wed,3
2016-11-17,2016,11,17,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Thu,4
2016-11-18,2016,11,18,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Fri,5
2016-11-19,2016,11,19,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sat,6
2016-11-20,2016,11,20,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sun,7
2016-11-21,2016,11,21,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Mon,1
2016-11-22,2016,11,22,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Tue,2
2016-11-23,2016,11,23,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Wed,3
2016-11-24,2016,11,24,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Thu,4
2016-11-25,2016,11,25,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Fri,5
2016-11-26,2016,11,26,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sat,6
2016-11-27,2016,11,27,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Sun,7
2016-11-28,2016,11,28,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Mon,1
2016-11-29,2016,11,29,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Tue,2
2016-11-30,2016,11,30,10/1/2016 0:00,11/1/2016 0:00,11/30/2016 0:00,Wed,3
2016-12-02,2016,12,2,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Fri,5
2016-12-03,2016,12,3,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sat,6
2016-12-04,2016,12,4,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sun,7
2016-12-05,2016,12,5,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Mon,1
2016-12-06,2016,12,6,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Tue,2
2016-12-07,2016,12,7,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Wed,3
2016-12-08,2016,12,8,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Thu,4
2016-12-09,2016,12,9,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Fri,5
2016-12-11,2016,12,11,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sun,7
2016-12-12,2016,12,12,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Mon,1
2016-12-13,2016,12,13,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Tue,2
2016-12-14,2016,12,14,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Wed,3
2016-12-15,2016,12,15,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Thu,4
2016-12-16,2016,12,16,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Fri,5
2016-12-17,2016,12,17,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sat,6
2016-12-18,2016,12,18,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sun,7
2016-12-19,2016,12,19,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Mon,1
2016-12-20,2016,12,20,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Tue,2
2016-12-22,2016,12,22,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Thu,4
2016-12-23,2016,12,23,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Fri,5
2016-12-24,2016,12,24,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sat,6
2016-12-25,2016,12,25,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sun,7
2016-12-26,2016,12,26,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Mon,1
2016-12-27,2016,12,27,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Tue,2
2016-12-29,2016,12,29,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Thu,4
2016-12-30,2016,12,30,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Fri,5
2016-12-31,2016,12,31,10/1/2016 0:00,12/1/2016 0:00,12/31/2016 0:00,Sat,6
2017-01-01,2017,1,1,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sun,7
2017-01-04,2017,1,4,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Wed,3
2017-01-05,2017,1,5,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Thu,4
2017-01-06,2017,1,6,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Fri,5
2017-01-07,2017,1,7,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sat,6
2017-01-08,2017,1,8,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sun,7
2017-01-09,2017,1,9,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Mon,1
2017-01-10,2017,1,10,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Tue,2
2017-01-11,2017,1,11,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Wed,3
2017-01-12,2017,1,12,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Thu,4
2017-01-13,2017,1,13,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Fri,5
2017-01-14,2017,1,14,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sat,6
2017-01-15,2017,1,15,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sun,7
2017-01-16,2017,1,16,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Mon,1
2017-01-19,2017,1,19,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Thu,4
2017-01-20,2017,1,20,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Fri,5
2017-01-21,2017,1,21,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sat,6
2017-01-22,2017,1,22,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sun,7
2017-01-23,2017,1,23,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Mon,1
2017-01-24,2017,1,24,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Tue,2
2017-01-26,2017,1,26,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Thu,4
2017-01-27,2017,1,27,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Fri,5
2017-01-28,2017,1,28,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sat,6
2017-01-29,2017,1,29,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Sun,7
2017-01-30,2017,1,30,1/1/2017 0:00,1/1/2017 0:00,1/31/2017 0:00,Mon,1
2017-02-01,2017,2,1,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Wed,3
2017-02-02,2017,2,2,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Thu,4
2017-02-03,2017,2,3,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Fri,5
2017-02-04,2017,2,4,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sat,6
2017-02-05,2017,2,5,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sun,7
2017-02-06,2017,2,6,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Mon,1
2017-02-07,2017,2,7,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Tue,2
2017-02-09,2017,2,9,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Thu,4
2017-02-10,2017,2,10,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Fri,5
2017-02-11,2017,2,11,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sat,6
2017-02-12,2017,2,12,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sun,7
2017-02-13,2017,2,13,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Mon,1
2017-02-16,2017,2,16,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Thu,4
2017-02-17,2017,2,17,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Fri,5
2017-02-18,2017,2,18,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sat,6
2017-02-19,2017,2,19,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sun,7
2017-02-20,2017,2,20,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Mon,1
2017-02-21,2017,2,21,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Tue,2
2017-02-23,2017,2,23,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Thu,4
2017-02-24,2017,2,24,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Fri,5
2017-02-25,2017,2,25,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sat,6
2017-02-26,2017,2,26,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Sun,7
2017-02-28,2017,2,28,1/1/2017 0:00,2/1/2017 0:00,2/28/2017 0:00,Tue,2
2017-03-01,2017,3,1,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Wed,3
2017-03-02,2017,3,2,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Thu,4
2017-03-03,2017,3,3,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Fri,5
2017-03-04,2017,3,4,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sat,6
2017-03-05,2017,3,5,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sun,7
2017-03-06,2017,3,6,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Mon,1
2017-03-07,2017,3,7,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Tue,2
2017-03-08,2017,3,8,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Wed,3
2017-03-09,2017,3,9,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Thu,4
2017-03-10,2017,3,10,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Fri,5
2017-03-11,2017,3,11,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sat,6
2017-03-12,2017,3,12,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sun,7
2017-03-13,2017,3,13,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Mon,1
2017-03-14,2017,3,14,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Tue,2
2017-03-16,2017,3,16,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Thu,4
2017-03-17,2017,3,17,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Fri,5
2017-03-18,2017,3,18,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sat,6
2017-03-19,2017,3,19,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sun,7
2017-03-20,2017,3,20,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Mon,1
2017-03-21,2017,3,21,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Tue,2
2017-03-23,2017,3,23,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Thu,4
2017-03-24,2017,3,24,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Fri,5
2017-03-25,2017,3,25,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sat,6
2017-03-26,2017,3,26,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Sun,7
2017-03-27,2017,3,27,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Mon,1
2017-03-28,2017,3,28,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Tue,2
2017-03-29,2017,3,29,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Wed,3
2017-03-30,2017,3,30,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Thu,4
2017-03-31,2017,3,31,1/1/2017 0:00,3/1/2017 0:00,3/31/2017 0:00,Fri,5
2017-04-02,2017,4,2,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sun,7
2017-04-03,2017,4,3,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Mon,1
2017-04-04,2017,4,4,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Tue,2
2017-04-05,2017,4,5,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Wed,3
2017-04-06,2017,4,6,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Thu,4
2017-04-08,2017,4,8,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sat,6
2017-04-09,2017,4,9,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sun,7
2017-04-10,2017,4,10,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Mon,1
2017-04-11,2017,4,11,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Tue,2
2017-04-12,2017,4,12,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Wed,3
2017-04-13,2017,4,13,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Thu,4
2017-04-14,2017,4,14,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Fri,5
2017-04-15,2017,4,15,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sat,6
2017-04-16,2017,4,16,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sun,7
2017-04-17,2017,4,17,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Mon,1
2017-04-20,2017,4,20,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Thu,4
2017-04-21,2017,4,21,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Fri,5
2017-04-22,2017,4,22,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sat,6
2017-04-23,2017,4,23,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sun,7
2017-04-24,2017,4,24,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Mon,1
2017-04-25,2017,4,25,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Tue,2
2017-04-26,2017,4,26,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Wed,3
2017-04-27,2017,4,27,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Thu,4
2017-04-28,2017,4,28,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Fri,5
2017-04-29,2017,4,29,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sat,6
2017-04-30,2017,4,30,4/1/2017 0:00,4/1/2017 0:00,4/30/2017 0:00,Sun,7
2017-05-02,2017,5,2,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Tue,2
2017-05-03,2017,5,3,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Wed,3
2017-05-05,2017,5,5,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Fri,5
2017-05-06,2017,5,6,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sat,6
2017-05-07,2017,5,7,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sun,7
2017-05-08,2017,5,8,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Mon,1
2017-05-09,2017,5,9,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Tue,2
2017-05-10,2017,5,10,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Wed,3
2017-05-11,2017,5,11,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Thu,4
2017-05-12,2017,5,12,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Fri,5
2017-05-13,2017,5,13,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sat,6
2017-05-14,2017,5,14,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sun,7
2017-05-15,2017,5,15,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Mon,1
2017-05-16,2017,5,16,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Tue,2
2017-05-18,2017,5,18,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Thu,4
2017-05-19,2017,5,19,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Fri,5
2017-05-20,2017,5,20,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sat,6
2017-05-21,2017,5,21,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sun,7
2017-05-22,2017,5,22,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Mon,1
2017-05-23,2017,5,23,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Tue,2
2017-05-25,2017,5,25,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Thu,4
2017-05-26,2017,5,26,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Fri,5
2017-05-27,2017,5,27,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sat,6
2017-05-28,2017,5,28,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Sun,7
2017-05-29,2017,5,29,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Mon,1
2017-05-30,2017,5,30,4/1/2017 0:00,5/1/2017 0:00,5/31/2017 0:00,Tue,2
2017-06-01,2017,6,1,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Thu,4
2017-06-02,2017,6,2,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Fri,5
2017-06-03,2017,6,3,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Sat,6
2017-06-04,2017,6,4,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Sun,7
2017-06-05,2017,6,5,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Mon,1
2017-06-06,2017,6,6,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Tue,2
2017-06-07,2017,6,7,4/1/2017 0:00,6/1/2017 0:00,6/30/2017 0:00,Wed,3
